Restaurant Name,Restaurant Area,Restaurant Rating,Restaurant Review,Latitude,Longitude,Website,Restaurant Address,Price for 2,Additional Info,Province,City,District/Kecamatan,Delivery Service,Place Type,Cuisine Regionality,Cuisines,alkoholtersedia,areamerokok,bawapulangtersedia,brunch,buffet,dessertsandbakes,didalamruangan,hanyabawapulang,hanyabir,hanyauntukreservasimeja,hanyawinedanbir,kehidupanmalam,liveentertainment,livemusic,makandengangrup,makanmewah,menyediakancocktail,parkirgratis,parkirvalettersedia,prasmanan,ramahuntukanak,ramahvegetarian,reservasimejadirekomendasikan,rooftop,ruangpribaditersedia,ruangsholat,sarapan,tempatdudukdiluar,wifitersedia
Holy Smokes,Senopati,4.4,1437,-6.2391432684,106.807954162,https://www.zomato.com/id/jakarta/holy-smokes-senopati,"Jl. Wolter Monginsidi No. 27, Senopati, Jakarta",500000,"['Di dalam ruangan', 'Hanya Wine dan Bir', 'Parkir Valet Tersedia', 'Reservasi meja direkomendasikan', 'Ruang Sholat', 'Wifi Tersedia']",DKI Jakarta,Jakarta Selatan,Kebayoran Baru,No,['Casual Dining'],['Barat'],"['Grill House', 'Steak']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
Pempek Megaria,Cikini,4.3,461,-6.1999,106.84373899999999,https://www.zomato.com/id/jakarta/pempek-megaria-cikini,"Metropole 21, Jl. Pegangsaan Timur No. 21, Cikini, Jakarta",70000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Pusat,Menteng,No,['Quick Bites'],['Palembang'],['Pempek'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tjikinii Lima,Cikini,4.0,391,-6.1898019937,106.837150007,https://www.zomato.com/id/jakarta/tjikinii-lima-cikini,"Jl. Cikini I No. 5, Cikini, Jakarta 10330",300000,"['Ruang Pribadi Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Pusat,Menteng,No,['Casual Dining'],"['Indonesia', 'Barat']",['Kopi'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
Gado-Gado Bon-Bin,Cikini,4.0,177,-6.192958999999999,106.83837700000001,https://www.zomato.com/id/jakarta/gado-gado-bon-bin-cikini,"Jl. Cikini 4 No. 5, Cikini, Jakarta",90000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Pusat,Menteng,No,['Quick Bites'],"['Jawa', 'Indonesia']",['Makanan Sehat'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RM Wong Tegal,Tanjung Duren,3.9,12,-6.1823148725,106.782992184,https://www.zomato.com/id/jakarta/rm-wong-tegal-tanjung-duren,"Jl. Tanjung Duren Barat 6 No. 5, Tanjung Duren, Jakarta",100000,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']",DKI Jakarta,Jakarta Barat,Grogol Petamburan,No,['Quick Bites'],"['Jawa', 'Indonesia']",['Satay'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Martabak Elin Bandung,Pondok Indah,3.9,26,-6.265635,106.778986,https://www.zomato.com/id/jakarta/martabak-elin-bandung-pondok-indah,"Jl. Pinang Mas III/A 8, Pondok Indah, Jakarta",80000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Desserts and Bakes', 'Pesan Antar']",DKI Jakarta,Jakarta Selatan,Kebayoran Lama,Yes,['Dessert Parlor'],['Indonesia'],"['Martabak', 'Makanan Jalanan']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakso Sapi Rudi,Gunung Sahari,3.9,22,-6.144705999999999,106.8375,https://www.zomato.com/id/jakarta/bakso-sapi-rudi-gunung-sahari,"Jl. Rajawali Selatan I No. 54A, Gunung Sahari, Jakarta",60000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Pusat,Sawah Besar,No,['Quick Bites'],['Indonesia'],"['Bakso', 'Meat']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Siang,Cengkareng,3.9,7,-6.139208999999999,106.725797,https://www.zomato.com/id/jakarta/a-siang-cengkareng,"Ruko Taman Palem Lestari, Blok B16 No. 9, Jl. Taman Palem Lestari, Cengkareng, Jakarta",65000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Sarapan', 'Pesan Antar']",DKI Jakarta,Jakarta Barat,Cengkareng,Yes,['Quick Bites'],['Chinese'],['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tropicale Juice Bar,Cilandak,3.9,9,-6.2889349999999995,106.817939,https://www.zomato.com/id/jakarta/tropicale-juice-bar-1-cilandak,"Ampera Garden, Jl. Ampera Raya No. 116, Cilandak, Jakarta",50000,"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Pesan Antar']",DKI Jakarta,Jakarta Selatan,Pasar Minggu,Yes,['Toko Minuman'],['Indonesia'],"['Desserts', 'Jus', 'Minuman']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sate Taichan Bang Tetew,Sunter,3.9,36,-6.137467,106.873776,https://www.zomato.com/id/jakarta/sate-taichan-bang-tetew-sunter,"Jl. Danau Sunter Utara, Blok J 12 No. 26-28, Sunter, Jakarta 14350",80000,"['Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok', 'Makan Dengan Grup', 'Bawa Pulang Tersedia']",DKI Jakarta,Jakarta Utara,Tanjung Priok,No,['Quick Bites'],['Indonesia'],['Satay'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kopi Lugu,Kuningan,3.9,9,-6.218297214400001,106.83483459,https://www.zomato.com/id/jakarta/kopi-lugu-kuningan,"Epicentrum Walk, Lantai Ground, Jl. HR. Rasuna Said, Kuningan, Jakarta",60000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Ruang Pribadi Tersedia', 'Pesan Antar']",DKI Jakarta,Jakarta Selatan,Setiabudi,Yes,['Toko Minuman'],['No Region'],"['Kopi', 'Minuman', 'Makanan Jalanan']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nasi Uduk Mpok Iyoh,Ciputat Timur,3.9,36,-6.299995,106.761931,https://www.zomato.com/id/jakarta/nasi-uduk-mpok-iyoh-ciputat-timur-tangerang,"Jl. Pahlawan No. 95, Ciputat Timur, Tangerang",100000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",Banten,Tangerang Selatan,Ciputat Timur,No,['Quick Bites'],"['Asia', 'Indonesia', 'Betawi']",['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinokio Asli,Pasar Baru,3.9,8,-6.161658999999999,106.83164,https://www.zomato.com/id/jakarta/pinokio-asli-pasar-baru,"Jl. Samanhudi No. 40B, Pasar Baru, Jakarta",100000,"['Bawa Pulang Tersedia', 'Tempat duduk di luar']",DKI Jakarta,Jakarta Pusat,Sawah Besar,No,['Kaki Lima'],['Chinese'],['Seafood'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cirengcrispi,Kelapa Gading,3.9,6,-6.150819939500001,106.891997158,https://www.zomato.com/id/jakarta/cirengcrispi-kelapa-gading,"Mall of Indonesia, Lantai Lower Ground, Pasar MOI, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta",40000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Utara,Kelapa Gading,No,"['Food Court', 'Kios']",['Sunda'],['Snacks'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen Café & Restaurant,Serpong Utara,3.9,8,-6.266648,106.63025,https://www.zomato.com/id/jakarta/queen-café-restaurant-serpong-utara-tangerang,"Ruko Mendrizio Square New, Jl. Jendral Sudirman No. 68-69, Serpong Utara, Tangerang 15639",250000,"['Pesan Antar', 'Ruang Pribadi Tersedia', 'Sarapan', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Hanya Bir', 'Bawa Pulang Tersedia']",Banten,Tangerang Kabupaten,Pagedangan,No,"['Casual Dining', 'Kafe']","['Asia', 'Barat']",['Minuman'],0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
Geprek Ayam Keliling,Kemayoran,3.9,7,-6.164832955700001,106.877443157,https://www.zomato.com/id/jakarta/geprek-ayam-keliling-kemayoran,"ITC Cempaka Mas, Lantai 5, Food Court, Jl. Letjen Suprapto, Kemayoran, Jakarta",60000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Pusat,Kemayoran,No,['Food Court'],"['Jawa', 'Indonesia']",['Ayam'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warung Makan Betawi Bang Tamit Riman,Jatiasih,3.5,4,-6.301414,106.95540600000001,https://www.zomato.com/id/jakarta/warung-makan-betawi-bang-tamit-riman-jatiasih,"Jl. Bina Asih II, Jatiasih, Bekasi",80000,"['Di dalam ruangan', 'Ruang Sholat', 'Area Merokok', 'Makan Dengan Grup', 'Bawa Pulang Tersedia']",Jawa Barat,Bekasi Kota,Jatiasih,No,['Quick Bites'],"['Indonesia', 'Betawi']",['Satay'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lagoon Lounge - The Sultan Hotel Jakarta,Senayan,3.9,6,-6.2165840316,106.810098923,https://www.zomato.com/id/jakarta/lagoon-lounge-the-sultan-hotel-jakarta-senayan,"The Sultan Hotel Jakarta, Jl. Gatot Subroto, Senayan, Jakarta",350000,"['Sarapan', 'Di dalam ruangan', 'Hanya Wine dan Bir', 'Reservasi meja direkomendasikan', 'Wifi Tersedia']",DKI Jakarta,Jakarta Pusat,Tanah Abang,No,"['Casual Dining', 'Lounge']","['Indonesia', 'Barat']",['Kopi'],0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Waroeng KG,Kec. Tangerang,3.9,4,-6.182252,106.661048,https://www.zomato.com/id/jakarta/waroeng-kg-kec-tangerang-tangerang,"Ruko Permata Niaga 1, Jl. Taman Royal, Cipondoh, Tangerang",50000,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']",Banten,Tangerang Kota,Tangerang,No,['Quick Bites'],['Jawa'],['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ayam Prekman,Tanjung Priok,3.9,28,-6.1154777531,106.887590959,https://www.zomato.com/id/jakarta/ayam-prekman-tanjung-priok,"Jl. Bugis No. 118, Tanjung Priok, Jakarta",60000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Utara,Tanjung Priok,No,['Quick Bites'],['Indonesia'],"['Makanan Cepat Saji', 'Ayam']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Takoyaki Grill House,Pluit,3.9,5,-6.1183683804,106.79151423200001,https://www.zomato.com/id/jakarta/takoyaki-grill-house-pluit,"H.O.P (Hang Out Place), Jl. Pluit Putra Raya No. 21, Pluit, Jakarta",50000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Utara,Penjaringan,No,['Food Court'],"['Barat', 'Jepang']",['Snacks'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mie Bangka AFI,Medan Satria,3.9,17,-6.1789652665,106.981819309,https://www.zomato.com/id/jakarta/mie-bangka-afi-medan-satria,"Ruko Sentra Onderdil II, Blok FB, Jl. Harapan Indah, Medan Satria, Bekasi",40000,"['Hanya Bawa Pulang', 'Sarapan']",Jawa Barat,Bekasi Kota,Medan Satria,No,['Quick Bites'],"['Bangka', 'Medan', 'Indonesia']",['Bakmi'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Imanoya,Pondok Indah,3.9,37,-6.255199,106.78986200000001,https://www.zomato.com/id/jakarta/imanoya-pondok-indah,"Jl. Yado 3 Blok A No. 4, Pondok Indah, Jakarta",120000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Area Merokok', 'Pesan Antar']",DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Yes,['Quick Bites'],"['Indonesia', 'Jepang']",['Kopi'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kula Coffee,Dharmawangsa,3.2,4,-6.2531469384000005,106.801532954,https://www.zomato.com/id/jakarta/kula-coffee-dharmawangsa,"Dharmawangsa Square, Lantai 2, Unit 215, Jl. Dharmawangsa VI, Dharmawangsa, Jakarta",50000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Selatan,Kebayoran Baru,No,['Toko Minuman'],['No Region'],"['Kopi', 'Minuman']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Batavia Cafe,Pondok Aren,3.9,40,-6.274826,106.72348500000001,https://www.zomato.com/id/jakarta/batavia-cafe-pondok-aren-tangerang,"Lotte Mall, Lantai Ground, Jl. MH. Thamrin CBD,Pondok Aren, Tangerang",150000,"['Tempat duduk di luar', 'Di dalam ruangan', 'Live Entertainment', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",Banten,Tangerang Selatan,Pondok Aren,No,['Kafe'],"['No Region', 'Indonesia']","['Tea', 'Kopi']",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Holland Bakery,Daan Mogot,3.1,7,-6.145281,106.707039,https://www.zomato.com/id/jakarta/holland-bakery-1-cengkareng,"Ruko Citra, Jl. Utan Jati No. 3, Daan Mogot, Jakarta",50000,"['Desserts and Bakes', 'Sarapan', 'Di dalam ruangan', 'Pesan Antar', 'Bawa Pulang Tersedia']",DKI Jakarta,Jakarta Barat,Kalideres,Yes,['Toko Kue & Roti'],['No Region'],"['Desserts', 'Kue & Roti']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dapur Cokelat,Kelapa Gading,4.0,93,-6.1491772077,106.90082632,https://www.zomato.com/id/jakarta/dapur-cokelat-kelapa-gading,"Jl. Kelapa Nias Raya, Blok QE 1 No. 3, Kelapa Gading, Jakarta",120000,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Desserts and Bakes', 'Pesan Antar']",DKI Jakarta,Jakarta Utara,Kelapa Gading,Yes,['Toko Kue & Roti'],['Indonesia'],"['Desserts', 'Kue & Roti']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YOMS Kopi dan Gorengan,Serpong Utara,3.9,27,-6.237703,106.63051399999999,https://www.zomato.com/id/jakarta/yoms-kopi-dan-gorengan-serpong-utara-tangerang,"Jl. Gading Selatan Blok AA 05/23, Serpong Utara, Tangerang",100000,"['Ruang Pribadi Tersedia', 'Sarapan', 'Di dalam ruangan', 'Tempat duduk di luar', 'Ruang Sholat', 'Parkir Valet Tersedia', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",Banten,Tangerang Kabupaten,Kelapa Dua,Yes,['Quick Bites'],"['No Region', 'Indonesia']","['Kopi', 'Snacks', 'Minuman']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1
Selasih by Dapur Mamih,Senopati,4.2,239,-6.2390352824,106.810920685,https://www.zomato.com/id/jakarta/selasih-by-dapur-mamih-senopati,"Jl. Wolter Monginsidi No. 59, Senopati, Jakarta",180000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Selatan,Kebayoran Baru,No,['Quick Bites'],['Indonesia'],['Satay'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dapur Solo,Cakung,2.6,14,-6.1727589895,106.953604482,https://www.zomato.com/id/jakarta/dapur-solo-cakung,"AEON Mall, Lantai 1, Jl. Jakarta Garden City, Cakung, Jakarta",180000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Timur,Cakung,No,['Casual Dining'],['Jawa'],['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Korean BBQ Gahyo,SCBD,4.3,214,-6.227078688500002,106.809924244,https://www.zomato.com/id/jakarta/korean-bbq-gahyo-scbd,"SCBD Lot 6, Jl. Jenderal Sudirman, SCBD, Jakarta",500000,"['Di dalam ruangan', 'Wifi Tersedia', 'Reservasi meja direkomendasikan', 'Hanya Wine dan Bir']",DKI Jakarta,Jakarta Selatan,Kebayoran Baru,No,['Casual Dining'],['Korea'],"['Grill House', 'Barbekyu']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Botany All Day Dining  - Holiday Inn,Sunter,3.7,56,-6.140979,106.85411200000001,https://www.zomato.com/id/jakarta/botany-all-day-dining-holiday-inn-sunter,"Holiday Inn, Jl. Griya Utama Blok B No. 1, Sunter, Jakarta",300000,"['Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Utara,Tanjung Priok,No,['Casual Dining'],"['Asia', 'Barat']",['Kopi'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Soto Kudus,Mangga Besar,3.4,4,-6.146208000000001,106.81692199999999,https://www.zomato.com/id/jakarta/soto-kudus-1-mangga-besar,"LTC Glodok, Lantai 2, Food Court, Jl. Hayam Wuruk No. 127, Hayam Wuruk, Jakarta",50000,['Di dalam ruangan'],DKI Jakarta,Jakarta Barat,Tamansari,No,['Food Court'],"['Jawa', 'Indonesia']",['Soto'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kepiting Sumo,Sudirman,3.4,10,-6.2204626828,106.81409910299999,https://www.zomato.com/id/jakarta/kepiting-sumo-sudirman,"Plaza Semanggi, Lantai 3A, Maxx Kitchen, Jl. Jenderal Sudirman, Sudirman, Jakarta",100000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",DKI Jakarta,Jakarta Selatan,Setiabudi,No,['Food Court'],['Asia'],['Seafood'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little India Restaurant,Sudirman,3.6,22,-6.208806,106.818046,https://www.zomato.com/id/jakarta/little-india-restaurant-sudirman,"Citywalk Sudirman, Lantai 1, Jl. KH Mas Mansyur, Sudirman, Jakarta",180000,"['BYOB', 'Di dalam ruangan', 'Hanya Wine dan Bir', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Pusat,Tanah Abang,Yes,['Casual Dining'],['India'],['Kopi'],0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ninety-Nine,Thamrin,4.2,647,-6.195028,106.821441,https://www.zomato.com/id/jakarta/ninety-nine-thamrin,"Grand Indonesia Mall, East Mall, Lantai Lower Ground, Jl. M.H. Thamrin No. 1, Thamrin, Jakarta",250000,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Pusat,Menteng,No,['Casual Dining'],"['Barat', 'Fusion', 'Indonesia']",['Kopi'],0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Bakso Selera,Pondok Bambu,3.8,12,-6.2244106317,106.899785958,https://www.zomato.com/id/jakarta/bakso-selera-pondok-bambu,"Jl. Balai Rakyat No 15, Pondok Bambu, Jakarta",30000,"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']",DKI Jakarta,Jakarta Timur,Duren Sawit,No,['Kaki Lima'],['Indonesia'],['Bakso'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tako 'n Sushi Box,Serpong,3.6,36,-6.295448,106.667832,https://www.zomato.com/id/jakarta/tako-n-sushi-box-serpong,"TerasKota, Lantai 1, Jl. Pahlawan Seribu, Serpong, Tangerang",80000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",Banten,Tangerang Selatan,Serpong,No,['Quick Bites'],['Jepang'],"['Sushi', 'Snacks']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Routine Coffee & Eatery,Pondok Aren,4.2,379,-6.273409,106.723147,https://www.zomato.com/id/jakarta/routine-coffee-eatery-pondok-aren-tangerang,"Bintaro Sektor 7, Jl. Wahid Hasyim, Blok FG 14 No. 42, Pondok Aren, Tangerang",210000,"['Bawa Pulang Tersedia', 'Wifi Tersedia', 'Sarapan', 'Di dalam ruangan']",Banten,Tangerang Selatan,Pondok Aren,No,['Kafe'],"['No Region', 'Indonesia']","['Tea', 'Kopi', 'Minuman']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Takumi Robata,Senayan,4.1,138,-6.2247715951,106.797112003,https://www.zomato.com/id/jakarta/takumi-robata-senayan,"The MAJ Senayan, Senayan National Golf Club, Jl. Asia Afrika Pintu IX, Senayan, Jakarta",700000,"['Pesan Antar', 'Ruang Pribadi Tersedia', 'Di dalam ruangan', 'Makan Mewah', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia', 'Buffet']",DKI Jakarta,Jakarta Pusat,Tanah Abang,Yes,['Casual Dining'],['Jepang'],['Sushi'],0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
First Scoop,Dharmawangsa,3.5,16,-6.2546220396,106.802298389,https://www.zomato.com/id/jakarta/first-scoop-dharmawangsa,"Pelaspas Dharmawangsa, Jl. Dharmawangsa Raya No. 4, Dharmawangsa, Jakarta",80000,"['Desserts and Bakes', 'Tempat duduk di luar', 'Di dalam ruangan', 'Prasmanan', 'Bawa Pulang Tersedia']",DKI Jakarta,Jakarta Selatan,Kebayoran Baru,No,['Dessert Parlor'],['Indonesia'],['Ice Cream'],0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Kazuhiro,Karawaci,3.9,145,-6.227426,106.606922,https://www.zomato.com/id/jakarta/kazuhiro-karawaci-tangerang,"Supermall Karawaci Lt.1, D'Makan Sutra, Jl. Boulevard Diponegoro No.105, Karawaci, Tangerang",80000,"['Bawa Pulang Tersedia', 'Di dalam ruangan']",Banten,Tangerang Kabupaten,Kelapa Dua,No,['Casual Dining'],['Jepang'],['Kopi'],0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPEN Restaurant - DoubleTree by Hilton Jakarta Diponegoro,Cikini,4.2,249,-6.1989540000000005,106.843099,https://www.zomato.com/id/jakarta/open-restaurant-doubletree-by-hilton-jakarta-diponegoro-cikini,"DoubleTree by Hilton Jakarta - Diponegoro, Jl. Pegangsaan Timur No. 17, Cikini - Menteng, Jakarta Pusat 10310",700000,"['Ruang Pribadi Tersedia', 'Alkohol Tersedia', 'Sarapan', 'Di dalam ruangan', 'Parkir Valet Tersedia', 'Reservasi meja direkomendasikan', 'Ruang Sholat', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia', 'Buffet']",DKI Jakarta,Jakarta Pusat,Menteng,Yes,['Casual Dining'],"['Eropa', 'Asia', 'Barat']",['Kopi'],1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
Tjikini,Cikini,4.2,514,-6.189794,106.83716799999999,https://www.zomato.com/id/jakarta/tjikini-cikini,"Jl. Cikini No. 17, Cikini, Jakarta",180000,"['Desserts and Bakes', 'Sarapan', 'Di dalam ruangan', 'Live Music', 'Ruang Sholat', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Pusat,Menteng,No,"['Casual Dining', 'Kafe']",['Indonesia'],['Kopi'],0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
LilSpago Cafe & Game House,Bekasi Selatan,4.0,55,-6.2748919999999995,106.97360900000001,https://www.zomato.com/id/jakarta/lilspago-cafe-game-house-bekasi-selatan-bekasi,"Ruko Grand Galaxy City, Blok RSN 5 No. 22, Jl. Boulevard Raya Barat, Bekasi Selatan, Bekasi",100000,"['Ramah untuk Anak', 'Parkir Gratis', 'Tempat duduk di luar', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'No Additional Info', 'Board Games', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",Jawa Barat,Bekasi Kota,Bekasi Selatan,No,['Kafe'],"['No Region', 'Barat', 'Itali']","['Kopi', 'Desserts']",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
Shanghai Express,Cikini,3.2,21,-6.200191,106.843779,https://www.zomato.com/id/jakarta/shanghai-express-cikini,"Metropole 21, Lantai 1, Jl. Pangeran Diponegoro No. 21, Menteng, Jakarta Pusat",200000,"['Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']",DKI Jakarta,Jakarta Pusat,Menteng,Yes,['Casual Dining'],['Chinese'],['Minuman'],0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
